"event_id","lat_median","long_median","timezone","heart_rate_median","heart_rate_50w","heart_rate_10","heart_rate_25","heart_rate_75","heart_rate_90","heart_rate_10w","heart_rate_25w","heart_rate_75w","heart_rate_90w","heart_rate_sdw","heart_rate_min","heart_rate_max","cadence_median","heart_rate_mean","heart_rate_mean_na","temperature_median","temperature_median_v2","temperature_mean_na","median_cadence","cadence_mean","cadence_10","cadence_25","cadence_75","cadence_90","cadence_10w","cadence_25w","cadence_75w","cadence_90w","altitude_min","altitude_amean","altitude_max","altitude_ascended","altitude_descended","total_distance","speed_average","speed_median","speed_10","speed_25","speed_75","speed_90","speed_50w","speed_10w","speed_25w","speed_75w","speed_90w","speed_max","speed_sd","speed_sdw","timestamp_start_run","timestamp_end_run","datetime_ts","heart_rate_speed_cor","heart_rate_speed_cor_2","heart_rate_temp_cor","heart_rate_temp_cor_2","speed_distance_cor","speed_distance_cor_spearman","speed_cadence_cor","heart_rate_cadence_cor","sub_sport","direction_n_avg","direction_ne_avg","direction_e_avg","direction_se_avg","direction_s_avg","direction_sw_avg","direction_w_avg","direction_nw_avg","mean_rotation_velocity","mean_abs_rotation_velocity","total_angle_delta","total_abs_angle_delta","griddiness","griddiness_v2","orientation_center","orientation_sd","n_laps","rest_time_total","n_rests","rest_time_average","rest_time_min","rest_time_max","rest_time_median","rest_time_sd","n_laps_over_15","lap_trigger_distance","lap_trigger_session_end","lap_trigger_manual","lap_trigger_other","strides_total","lap_speed_sd","n_laps_00_to_05","n_laps_05_to_06","n_laps_06_to_07","n_laps_07_to_08","n_laps_08_to_09","n_laps_09_to_10","n_laps_10_to_11","n_laps_11_to_12","n_laps_12_to_13","n_laps_13_to_14","n_laps_14_to_15","n_laps_15_to_16","n_laps_16_to_17","n_laps_17_to_18","n_laps_18_to_19","n_laps_19_to_20","n_laps_20_to_22","n_laps_22_to_25","n_laps_25_plus","start_to_stop_time_mean","start_to_stop_time_median","start_to_stop_time_min","start_to_stop_time_max","timestamp_start","timestamp_stop","total_time_elapsed","speed_proportion__0_5","speed_proportion__5_6","speed_proportion__6_7","speed_proportion__7_8","speed_proportion__8_9","speed_proportion__9_10","speed_proportion__10_11","speed_proportion__11_12","speed_proportion__12_13","speed_proportion__13_14","speed_proportion__14_15","speed_proportion__15_16","speed_proportion__16_17","speed_proportion__17_18","speed_proportion__18_19","speed_proportion__19_20","speed_proportion__20_22","speed_proportion__22_25","speed_proportion__25","total_time_spent_running","proportion_time_spent_running","proportion_rest_time"
79,41.9550735969096,-87.6441984716803,"America/Chicago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,83,NA,1,5,5,0.00622482607103625,83,82.8736726473819,82,83,83.5,84,81.630868642509,82.0059929928297,83.1463848368522,83.6661742146197,147,171.11790552911,195,15.9455138166798,5.01676593863448,9.76751,12.7497868912486,12.8304,11.9592,12.4956,13.2012,13.4352,12.8411377832147,12.0300095522388,12.4995227868339,13.2083398404573,13.4389177665294,17.3664,0.922518710563871,0.74483209541132,1516974095,1516976851,"2018-01-26_13-41-35",NA,NA,NA,NA,-0.000263134874804107,-0.212096146911511,0.419584080634862,NA,"generic",0.243947175348496,0.0157740278796772,0.533015407190022,0,0,0,0.0311812179016875,0.176082171680117,-0.0437065355595925,3.26399529446265,-119.362548613247,8913.97114917749,0.195897450304456,0.615159282314171,159.281018590844,31.0683118639403,0,0,0,NA,NA,NA,NA,NA,7,6,1,0,0,3760,0.414565328300103,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,1364.5,1364.5,303,2426,1516974095,1516976851,2756,0.00219699743683632,0.00109849871841816,0.000732332478945441,0,0.000732332478945441,0.000732332478945441,0.0201391431709996,0.0831197363603076,0.500183083119736,0.380812889051629,0.00476016111314537,0.00109849871841816,0.00292932991578176,0.00146466495789088,0,0,0,0,0,2756,1,0
80,41.9413364119828,-87.6381068397313,"America/Chicago",163,163.220267507657,155,158,167,170,155.127708203504,158.092997666302,166.804532616444,169.520119215692,6.13738046901104,88,191,83,162.732024597919,0,8,7,0.0421002838221381,83.5,83.3903736991485,82,82,84.5,85.5,81.6206162508638,82.0321600551402,84.1534648275108,85.0741397958663,139.8,171.107473982971,203,11.504548837397,2.58359017891902,16.94011,14.3661993377483,14.04,12.71988,13.3704,15.7212,16.1568,14.3619153980971,12.8994396929685,13.4371648826588,15.7710413740023,16.1526758170359,20.088,1.47253254692698,1.41775018009882,1517064499,1517068730,"2018-01-27_14-48-19",0.593225204820685,0.802171950649784,-0.111308469267743,-0.0731116267222636,0.0502533899753553,0.0575487613775248,0.534194321063535,0.467028332097916,"generic",0.287236561686005,0.0229694529955008,0.53540137343121,0,0,0,0.0187070802746862,0.135685531612598,-0.00177998587223825,4.0113698750624,-7.52578026782332,16960.0718317638,0.221389370319785,0.681882686849574,164.28280226255,27.9655149003597,1,5,1,5,5,5,5,NA,11,10,1,0,0,5858,1.41182710556215,0,0,0,0,0,0,0,0,2,4,0,4,1,0,0,0,0,0,0,2113,2113,158,4068,1517064499,1517068730,4231,0.000946073793755913,0.000473036896877956,0,0,0.00118259224219489,0.00236518448438978,0.00780510879848628,0.0172658467360454,0.114238410596026,0.332544938505203,0.128666035950804,0.244323557237465,0.146641438032167,0.0021286660359508,0.00118259224219489,0,0.000236518448438978,0,0,4226,0.998818246277476,0.00118175372252423
81,41.9771806988865,-87.6507755834609,"America/Chicago",144,143.891936977065,140,142,148,158,139.611182353175,141.582935250792,147.598374672462,156.69041198833,6.75901239394266,72,167,82,146.060465116279,0,3,3,0.0227390180878553,82,82.2157622739018,81,82,83,83,80.8525915904671,81.6260771157141,82.4225966752807,82.9322198484117,146.4,168.326304909561,205.2,16.7531034203966,9.36393491089979,6.60558,11.970623255814,12.1248,10.89576,11.6892,12.4632,12.798,12.1422236589698,10.9865047058824,11.7159637543644,12.491610574145,12.8182102272727,16.0884,1.08639895640709,0.971279145013508,1517153276,1517155210,"2018-01-28_15-27-56",0.203620908453988,0.386074130768098,0.348033043266588,0.00907005354034981,0.220683228592924,0.285607252069893,0.457194741050997,0.421100468402905,"generic",0.298963730569948,0.0404145077720207,0.529015544041451,0,0,0,0.0269430051813472,0.104663212435233,-0.0568346896308681,7.13136509009291,-109.97512443573,13799.1914493298,0.28960114870956,0.708010335917313,177.824161203829,33.1889620803144,0,0,0,NA,NA,NA,NA,NA,5,4,1,0,0,2645,0.892422500836907,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,1934,1934,1934,1934,1517153276,1517155210,1934,0.00310077519379845,0.000516795865633075,0.00310077519379845,0.00516795865633075,0.0082687338501292,0.0149870801033592,0.0842377260981912,0.304392764857881,0.519896640826873,0.0335917312661499,0.0165374677002584,0.00258397932816537,0.00361757105943152,0,0,0,0,0,0,1934,1,0
82,41.9239141233265,-87.630494562909,"America/Chicago",154,153.791059624863,149,152,162,168,148.861165553031,151.120452475038,162.275476937259,168.212822079276,11.8103369441549,49,175,82,155.207832665777,0.00266311584553928,-4,-4,0.00266311584553928,82,82.4369729249889,81,81,83,84,80.612447217516,81.4686038368225,82.7616379387158,84.0626020475707,150.4,166.714869063471,233,11.3601322573097,31.3977601640132,8.2068,13.0700133155792,13.068,11.4264,12.6972,13.2696,13.6728,13.0613579465989,11.8063940316687,12.7475562759575,13.32225785269,13.7699259432367,29.592,2.25373949446335,2.73857510301495,1517272402,1517274781,"2018-01-30_00-33-22",0.258429017835017,0.229851834025662,-0.409956147326726,0.456355896680502,0.209347451418526,-0.0167023430829809,0.673039221528664,0.352407182680305,"generic",0.265124555160142,0.0480427046263345,0.51779359430605,0,0,0,0.021797153024911,0.147241992882562,-0.0768713918291339,3.81291178323337,-173.191245791039,8590.49024762479,0.214865354580263,0.608078118064802,161.425104834075,32.9389249004402,1,3,1,3,3,3,3,NA,6,5,1,0,0,3077,1.03577115619233,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,562.5,78,30,2064,1517272402,1517274781,2379,0.00221926320461607,0.000887705281846427,0.00266311584553928,0.000887705281846427,0.00399467376830892,0.0155348424323125,0.0488237905015535,0.0687971593430981,0.317354638260098,0.486018641810919,0.0110963160230803,0.00488237905015535,0.00133155792276964,0.00177541056369285,0.00177541056369285,0.000887705281846427,0.0195295162006214,0.00443852640923214,0.00710164225477142,2376,0.998738965952081,0.00126103404791929
83,41.958198454231,-87.6452583633363,"America/Chicago",151,150.584601494088,145,147,156,162,144.364320882295,146.651567787421,155.310839809389,161.316827769593,6.7230343455576,73,170,82,151.796414852753,0,1,1,0.0862142552283397,82,82.0431071276142,81,82,83,83,80.7415522640644,81.5426472430874,82.1963170249702,82.7353586129339,156,178.564148527529,215.6,6.72675436690272,19.2754683875251,8.27949,12.6428373879641,12.7296,11.6568,12.4632,12.9672,13.3344,12.7326686971235,11.924827332932,12.4727260760588,12.9546576090206,13.3753244618395,14.1084,0.728497801996541,0.634815633744029,1517406585,1517408927,"2018-01-31_13-49-45",0.156744627053999,0.329621305895882,0.207461050693105,0.567927948743501,0.544706460805727,0.588527614557013,0.508724104230035,0.323497949401015,"generic",0.281864841745081,0.0119760479041916,0.54961505560308,0,0,0,0.0406330196749358,0.115911035072712,0.00565350939201146,4.02922780859272,13.2461725054828,9440.48075553275,0.246632169763795,0.742637644046095,165.384167854016,32.0987866917936,0,0,0,NA,NA,NA,NA,NA,6,5,1,0,0,3192,1.11092445827788,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,2342,2342,2342,2342,1517406585,1517408927,2342,0.00128040973111396,0.00170721297481861,0.000853606487409304,0,0.000426803243704652,0.000426803243704652,0.00298762270593257,0.109261630388391,0.680324370465216,0.200170721297482,0.00256081946222791,0,0,0,0,0,0,0,0,2342,1,0
84,41.9546148134395,-87.6441574003547,"America/Chicago",160,159.40489955904,135,147,165,168,134.239706120186,146.690047871592,164.720653446071,167.871458037516,16.5204514291288,62,180,83,154.024729520866,0,0,0,0.0695517774343122,83,82.2306800618238,82,82,83,86.5,81.523588257856,81.7233073684199,83.0211830336927,86.599227753822,124.2,165.866769706337,183.6,44.0685041175363,5.0238199237638,4.9758,13.887714992272,13.7736,13.2012,13.5036,14.2416,15.23988,13.8191425419949,13.2200738310275,13.5165577932019,14.2618744326778,15.3371227626642,18.306,1.47248733831257,1.07451632635321,1517674874,1517676618,"2018-02-03_16-21-14",0.0480420945112659,-0.0679283304610917,-0.0620965515803981,-0.446568131131231,0.166390171299487,0.301674581522646,0.651436204310582,0.312840912634062,"generic",0.21955003878976,0.0147401086113266,0.679596586501164,0,0,0,0.00620636152055857,0.0799069045771916,-0.0553975430455223,5.32175485181116,-71.6844207009058,6886.35077824364,0.247261677437521,0.80757341576507,166.262729326588,23.0891763045303,1,453,3,151,453,453,453,NA,4,3,1,0,0,1768,0.342591593592137,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,322.75,169.5,79,873,1517674874,1517676618,1744,0.00618238021638331,0.00463678516228748,0,0.00154559505409583,0,0.000772797527047913,0.00154559505409583,0.00154559505409583,0.0401854714064915,0.548686244204019,0.275115919629057,0.0880989180834621,0.0115919629057187,0.0131375579598145,0.00695517774343122,0,0,0,0,1291,0.740252293577982,0.259747706422018
85,41.9203918380663,-87.6298927422613,"America/Chicago",154,153.949898526796,142,149,158,161,141.403513590786,148.961827733413,157.278912280539,161.133876057538,12.8130430498037,78,167,82,150.893956670468,0,-6,-6,0.0108323831242873,82,81.6188711516534,81,81,83,83.5,80.6296183039076,81.5139512242054,82.8096866042619,83.40548087323,135.8,161.39110604333,224.8,20.5274710854986,26.6126928033589,6.46031,13.2336677309008,13.536,11.56572,13.1328,14.1768,14.4432,13.6053150115196,11.9358442504515,13.2096833232454,14.2056126714684,14.470432911842,17.3988,1.80173805196806,1.24697833300736,1518482681,1518484567,"2018-02-13_00-44-41",0.264137311465743,0.196406720264956,-0.704512949416691,-0.0639228414052193,-0.0524401215323986,-0.0620607211465588,0.657155526245834,0.138194528820723,"generic",0.294453973699257,0.050314465408805,0.545454545454545,0,0,0,0.0171526586620926,0.0926243567753002,-0.0960838565363026,3.72337604289435,-168.531084364675,6530.80157923669,0.252744274204983,0.712086659064994,168.174478259111,34.107106474383,2,77,2,38.5,6,71,38.5,45.9619407771256,4,4,1,0,0,2386,0.67803318502858,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,349.8,269,32,796,1518482681,1518484567,1886,0.00912200684150513,0.00399087799315849,0.00228050171037628,0.00456100342075257,0.0136830102622577,0.0102622576966933,0.0210946408209806,0.0786773090079818,0.0615735461801596,0.456100342075257,0.312428734321551,0.0193842645381984,0.00399087799315849,0.00285062713797035,0,0,0,0,0,1809,0.959172852598091,0.0408271474019088
86,41.9625939242542,-87.6461280696094,"America/Chicago",163,163.105561388118,129.4,154,167,171,135.201312272175,154.105430774388,166.490065474463,170.172570629734,16.6668876341947,90,177,82,156.404864091559,0,4,4,0.0128755364806867,82,81.1888412017167,80,81,84,85.5,79.7061144959358,80.8824587063145,83.6155753624716,85.2118324101033,130,162.029470672389,246.2,37.3682455633647,74.8216620343135,2.76127,13.6521785407725,13.8384,13.1328,13.572,14.4108,15.0804,13.8766897230132,13.3470481421648,13.5842045233527,14.455620313277,15.1558593123073,17.1972,2.12070011365862,1.34722744836059,1519498018,1519499260,"2018-02-24_18-46-58",0.421020642255337,0.386309781658684,0.277746582864373,-0.182563267018213,-0.0810140127113223,-0.0406198270427909,0.803270607035503,0.315709661621434,"generic",0.214697406340058,0.0115273775216138,0.756484149855908,0,0,0,0.0100864553314121,0.00720461095100865,-0.137092004005037,8.15750837511029,-95.8273107995207,5702.09835420209,0.261930470907048,0.955650929899857,172.369930556531,30.8990590441185,1,548,5,109.6,548,548,548,NA,2,1,1,0,0,943,0.402202337138909,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,115.666666666667,45,16,432,1519498018,1519499260,1242,0.0185979971387697,0.0100143061516452,0.00429184549356223,0.011444921316166,0.00286123032904149,0.00286123032904149,0.00143061516452074,0.00858369098712446,0.0286123032904149,0.509298998569385,0.271816881258941,0.101573676680973,0.0243204577968526,0.00429184549356223,0,0,0,0,0,694,0.55877616747182,0.44122383252818
87,41.9754332397133,-87.6545925345272,"America/Chicago",150,149.382857482451,145,148,155,160,144.787865868935,147.051983398021,154.013141826785,159.878400219933,7.83918565925227,74,170,82,150.88881535407,0,10,10,0,82,81.6002647253475,81,81,82,83,80.5159707775854,80.7345955747888,81.9490748517639,82.7547234739001,159.6,180.544142951688,212,2.5552501141396,16.2583108874498,5.05589,11.9819769688948,12.1932,11.2176,11.6208,12.4956,12.5964,12.2042363262469,11.2659467132001,11.6409262331245,12.4748750742174,12.6017555970768,13.6728,0.866947710693356,0.618762273792623,1519691948,1519693458,"2018-02-27_00-39-08",0.127804575481736,-0.196052192069106,-0.00619713514984783,0.328010011856856,0.108152054195674,0.0192260513217701,0.593294897184208,0.441808218154369,"generic",0.229747675962815,0.00265604249667995,0.610225763612218,0,0,0,0.0610889774236388,0.0962815405046481,-0.0787305814475698,9.23629956280812,-118.961908567278,13956.0486394031,0.372972485884294,0.799470549305096,165.908855491282,46.8993510114586,0,0,0,NA,NA,NA,NA,NA,4,3,1,0,0,2053,0.263153187326317,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1510,1510,1510,1510,1519691948,1519693458,1510,0.00330906684315023,0,0,0.00132362673726009,0.00198544010589014,0.00595632031767042,0.0562541363335539,0.354731965585705,0.56518861681006,0.0112508272667108,0,0,0,0,0,0,0,0,0,1510,1,0
88,41.9707740750164,-87.6488348376006,"America/Chicago",166,165.271194621717,162,164,170,186,161.478781789716,163.445521228164,169.491081871345,185.462181345383,11.8935373235821,93,206,83,168.278232405892,0,8,7,0,83,81.3330605564648,81.5,82,83,84.5,81.5277229302659,81.7983680445343,83.0510314499648,84.2123452252949,145.6,169.372504091653,191.2,11.7166232106277,17.1541902877301,2.1221,12.3252157119476,12.6288,11.556,12.1608,12.8664,13.2012,12.702697561347,11.7736184610687,12.2181251284934,12.8806485611881,13.2150072703249,18.2052,1.57188826421298,1.04997542014386,1520024680,1520025313,"2018-03-02_21-04-40",0.38226818238035,0.708366837361323,-0.408698421242632,0.0432956595821759,0.153061690569372,0.0113944688378561,0.775796879106791,0.505134223342684,"generic",0.301980198019802,0.0511551155115512,0.605610561056106,0,0,0,0.0181518151815182,0.0231023102310231,-0.406155459216454,6.46338126129798,-248.160985581254,3949.12595065307,0.342150119427948,0.844517184942717,8.30454162140658,48.5521187693905,1,18,1,18,18,18,18,NA,2,1,1,0,0,830,0.257104025639429,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,203,19,4,586,1520024680,1520025313,633,0.016366612111293,0.00490998363338789,0.00327332242225859,0,0.00327332242225859,0.00327332242225859,0.0294599018003273,0.101472995090016,0.667757774140753,0.158756137479542,0.00490998363338789,0.0016366612111293,0,0.0016366612111293,0.00327332242225859,0,0,0,0,615,0.971563981042654,0.028436018957346
89,41.9762725196779,-87.6505876611918,"America/Chicago",160,159.879868964279,133,142,164,168,133.756578504955,153.563797641518,163.818310066579,167.767119468403,13.0896077489125,94,172,81,154.040882194728,0,7,7,0.0446476600322754,81,81.2778375470683,80,80.5,82,83,79.6466551418652,80.5475706750834,81.9556876270291,82.846266411267,153.6,170.16557288865,195.2,13.6066778718289,29.3883824196354,6.56542,12.7291487896719,13.806,9.8424,10.4796,14.2092,14.3784,13.8934064602893,9.92839511947864,11.7623956946565,14.2066139376742,14.3802680384711,14.9148,2.01316981856158,1.77311638872963,1520188867,1520190782,"2018-03-04_18-41-07",0.869380795815149,0.885944109696602,0.00899226264053123,0.141714869375792,-0.636330889733475,-0.468296304144085,0.394864495066897,0.263292121983391,"generic",0.325782092772384,0.00701186623516721,0.457928802588997,0,0,0,0.0685005393743258,0.140776699029126,-0.10064458536917,2.69154098195664,-187.098284201288,5003.57468545739,0.270236138286904,0.70252824098978,158.521357708561,36.305608710493,1,59,3,19.6666666666667,59,59,59,NA,5,4,1,0,0,2511,1.97181040873609,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,464,154.5,138,1409,1520188867,1520190782,1915,0.00376546530392684,0,0.000537923614846692,0.00161377084454008,0.00215169445938677,0.145239376008607,0.151694459386767,0.0182894029047875,0.013986013986014,0.254975793437332,0.407746100053792,0,0,0,0,0,0,0,0,1856,0.969190600522193,0.0308093994778068
90,41.9750620471314,-87.6542943483219,"America/Chicago",154,153.802547399578,140,144,160,165,139.624973904501,143.338614663894,159.620175603613,165.567126514499,11.1001903020928,85,175,81,151.6328125,0,2,2,0.0247395833333333,81,80.9915364583333,79,80,83,84.5,78.9280047328061,79.9853552614161,82.4650932362169,84.6545846662593,155.2,187.810416666667,312.8,23.4226390772201,51.4364010419345,4.99895,11.6968875,11.6568,10.4796,10.8144,12.1248,13.2858,11.718639022113,10.5689029582462,10.9586499115044,12.3117532209613,13.7286713207547,19.1448,1.97697904733301,1.83287894716249,1520296618,1520298219,"2018-03-06_00-36-58",0.37747674188838,0.341104224462178,-0.118186264723477,-0.163558292301246,0.392777338004292,0.462704815023702,0.586035339606134,0.427870184869265,"generic",0.236446766819073,0.00914435009797518,0.603527106466362,0,0,0,0.0516002612671457,0.0992815153494448,-0.192775713494168,8.7110315829991,-296.103495927042,13380.1445114866,0.367820061702135,0.780598958333333,167.161631254972,48.1817823098747,1,12,1,12,12,12,12,NA,4,3,1,0,0,2079,2.01828192282446,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,383,343.5,37,808,1520296618,1520298219,1601,0.00911458333333333,0.00325520833333333,0.00260416666666667,0.00260416666666667,0.00260416666666667,0.037109375,0.241536458333333,0.421875,0.164713541666667,0.056640625,0.013671875,0.00651041666666667,0.005859375,0.0130208333333333,0.0162760416666667,0.00260416666666667,0,0,0,1589,0.992504684572142,0.00749531542785759
91,41.9653014466166,-87.6463275589049,"America/Chicago",155,155.06449329302,149,152,168,176,148.792538141989,151.824059186597,167.92990383893,175.587409365354,10.6843975091686,114,189,82,159.537755822159,0,-1,-1,0,82,82.2138320395201,81,82,83,84,80.2252809766012,81.5305894444421,82.7014198249649,83.8104930792216,159.2,174.20705716302,219.6,23.1696912874658,12.3365911740507,4.90903,12.4055263232181,12.4632,11.6568,12.1248,12.8664,13.3344,12.4883671245963,11.6884101182992,12.1415689782995,12.9032061038419,13.3688021442209,14.2416,1.06703518320319,0.714896862131183,1520517185,1520518627,"2018-03-08_13-53-05",0.314915887517556,0.489405292988996,0.239160363722282,0.613590305052453,-0.167660743522728,-0.48309803655099,0.583139617980913,0.125869189588305,"generic",0.288951841359773,0.0191218130311615,0.562322946175637,0,0,0,0.0432011331444759,0.0864022662889518,-0.177887966123572,4.85815574609949,-252.067247997102,6884.00669222297,0.248067955200645,0.786167960479887,168.670518122303,39.4247209173057,0,0,0,NA,NA,NA,NA,NA,4,3,1,0,0,1932,2.11842080805491,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,707.5,707.5,145,1270,1520517185,1520518627,1442,0.00423429781227946,0.000705716302046577,0.00141143260409315,0.000705716302046577,0.00141143260409315,0.00211714890613973,0.0261115031757234,0.158080451658433,0.597035991531404,0.201129146083275,0.00705716302046577,0,0,0,0,0,0,0,0,1442,1,0
92,41.9607157912105,-87.6454760413617,"America/Chicago",156,155.765012201601,147,153,159,165,146.862151438334,152.833844137858,158.210009847935,163.694295907016,8.45405979177784,76,175,83,155.295482295482,0,1,1,0.014041514041514,83,82.6959706959707,81,82,84,84.5,80.8267647374872,81.7575776695754,83.7112905204932,84.2624995189663,144.4,167.964835164835,193,6.034981128943,28.6071043049314,5.93687,12.9819340659341,13.302,11.8908,12.6972,13.572,13.8384,13.3065823552241,12.0071379341317,12.7152766483516,13.5778777734539,13.8238069790807,14.544,1.17556426294441,0.868845714373237,1520603997,1520605681,"2018-03-09_13-59-57",0.32459895761989,0.63948704696952,0.0531492938233198,0.173056381557661,0.195982588215344,0.1250585059655,0.740028779613545,0.266828880111566,"generic",0.342927127985303,0.0177587262706675,0.540110226576852,0,0,0,0.00796080832823025,0.0912431108389467,-0.117089428932483,4.70553428419341,-191.792484591406,7707.66515750881,0.236405697130497,0.77960927960928,169.567610508872,29.6887071050959,1,37,1,37,37,37,37,NA,4,3,1,0,0,2249,0.430109613935797,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,545.333333333333,292,146,1198,1520603997,1520605681,1684,0.00671550671550672,0.00183150183150183,0.000610500610500611,0.00122100122100122,0.00244200244200244,0.00122100122100122,0.00976800976800977,0.0946275946275946,0.241758241758242,0.604395604395604,0.0354090354090354,0,0,0,0,0,0,0,0,1647,0.978028503562945,0.0219714964370546
93,41.9752331636846,-87.6500302646309,"America/Chicago",156,156.021191706075,149,151,162,164,148.533030687714,151.036944519787,161.781030567553,163.776121732042,7.21496566585312,77,173,83,156.086785009862,0,5,5,0.0162721893491124,83,82.7726824457594,81,82,83.5,84.5,80.9779951711732,81.8706961890568,83.5422078231066,84.4007922462318,175.6,186.070414201183,215.8,14.5086751012832,6.81703884740986,7.27719,12.895824852071,12.8988,11.9232,12.4956,13.5036,14.04,12.9169285488219,11.9912577784449,12.536076504298,13.5832126806033,14.060617657289,14.9472,1.08511275278023,0.879057699378295,1520697559,1520699598,"2018-03-10_15-59-19",0.511506865447671,0.580976973363664,0.244952312657284,0.643852733169171,0.167495776848416,0.16896601495684,0.59095859198167,0.286776799427318,"generic",0.230350963914978,0.0365793376173999,0.551655956500247,0,0,0,0.0622837370242214,0.119130004943154,0.131396136492835,4.2624089790944,266.471364807469,8644.16540960345,0.195759277391851,0.686883629191322,163.822897386318,42.0823244422618,0,0,0,NA,NA,NA,NA,NA,5,4,1,0,0,2793,0.415878693851945,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1013,1013,165,1861,1520697559,1520699598,2039,0.0029585798816568,0.000493096646942801,0.000493096646942801,0.0019723865877712,0.0029585798816568,0.00443786982248521,0.01232741617357,0.0912228796844181,0.456114398422091,0.31163708086785,0.115384615384615,0,0,0,0,0,0,0,0,2039,1,0
94,41.9585794955492,-87.6453022006899,"America/Chicago",160,159.789346196427,152,157,165,168,152.035492305178,156.623951426705,164.33906721436,167.228655285955,10.7805012741489,83,172,83,158.602352941176,0,7,5,0.0155294117647059,83.5,83.9334117647059,83,83,84.5,86.5,82.1297225676011,82.7647441515505,84.3720299139481,85.6114406960539,147.8,169.246682352941,212.6,13.8086497560231,19.5563366509612,8.24271,13.8379815529412,14.0076,13.032,13.6044,14.3784,14.6124,14.0063017144828,13.192531873466,13.640785373427,14.382061988678,14.6018264258637,16.3908,1.0039995779884,0.785017033728318,1520798362,1520800668,"2018-03-11_19-59-22",0.586805795200225,0.48855203961199,-0.678791871015302,-0.497817866919859,0.415290622393856,0.460073668487605,0.536403824137451,0.291266143481077,"generic",0.293396226415094,0.0155660377358491,0.553301886792453,0,0,0,0.0325471698113208,0.105188679245283,0.00960795204096862,4.2093034140048,20.4168980870583,8944.76975476021,0.246181999902839,0.756705882352941,165.618648501583,31.7765523738866,1,176,1,176,176,176,176,NA,6,5,1,0,0,2963,0.415534200758494,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,707.333333333333,914,150,1058,1520798362,1520800668,2306,0.00282352941176471,0.000941176470588235,0.00188235294117647,0.000470588235294118,0,0.000470588235294118,0.00141176470588235,0.0362352941176471,0.0536470588235294,0.387294117647059,0.509647058823529,0.00376470588235294,0.00141176470588235,0,0,0,0,0,0,2130,0.923677363399827,0.0763226366001735
95,41.9756180187687,-87.6542733516544,"America/Chicago",160,159.483328883201,148,153.75,163,165,148.004698722364,153.317936540692,162.862679609395,164.841183870458,7.12474803427123,67,174,83,157.7890625,0,3,3,0,83,82.4321732954545,81,82,83.5,84.5,80.6961066400281,81.6135474618404,83.2897468872588,84.4372877088752,158.4,182.581960227273,238.4,18.4570338632412,78.5326193154964,5.02353,12.7194110795455,12.8988,11.6208,12.06,13.4028,13.7736,13.0190009668508,11.6933583316953,12.1514803828695,13.4306157066112,13.8787189376133,21.3624,1.74767505225838,1.27728510383498,1520897984,1520899441,"2018-03-12_23-39-44",0.381748027791706,0.37196060735792,0.12953764801181,0.579782973469064,0.302794585271046,0.427421389083662,0.627917747933353,0.302881158934121,"generic",0.235210263720599,0.00356379187455453,0.591589451176051,0,0,0,0.0669992872416251,0.10263720598717,0.198764464610994,9.05201233871671,279.86036617228,12745.2333729131,0.370338676232857,0.784801136363636,166.776838509828,47.4065417050168,2,18,3,6,5,13,9,5.65685424949238,4,3,1,0,0,1923,0.882993114355939,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,280.6,177,36,863,1520897984,1520899441,1457,0.0106534090909091,0.000710227272727273,0.00284090909090909,0.000710227272727273,0.00213068181818182,0.00284090909090909,0.00497159090909091,0.213778409090909,0.290482954545455,0.392755681818182,0.0482954545454545,0.0149147727272727,0.00426136363636364,0.00568181818181818,0,0.00213068181818182,0.00284090909090909,0,0,1439,0.987645847632121,0.0123541523678792
