"event_id","lat_median","long_median","timezone","heart_rate_median","heart_rate_50w","heart_rate_10","heart_rate_25","heart_rate_75","heart_rate_90","heart_rate_10w","heart_rate_25w","heart_rate_75w","heart_rate_90w","heart_rate_sdw","heart_rate_min","heart_rate_max","cadence_median","heart_rate_mean","heart_rate_mean_na","temperature_median","temperature_median_v2","temperature_mean_na","median_cadence","cadence_mean","cadence_10","cadence_25","cadence_75","cadence_90","cadence_10w","cadence_25w","cadence_75w","cadence_90w","altitude_min","altitude_amean","altitude_max","altitude_ascended","altitude_descended","total_distance","speed_average","speed_median","speed_10","speed_25","speed_75","speed_90","speed_50w","speed_10w","speed_25w","speed_75w","speed_90w","speed_max","speed_sd","speed_sdw","timestamp_start_run","timestamp_end_run","datetime_ts","heart_rate_speed_cor","heart_rate_speed_cor_2","heart_rate_temp_cor","heart_rate_temp_cor_2","speed_distance_cor","speed_distance_cor_spearman","speed_cadence_cor","heart_rate_cadence_cor","sub_sport","direction_n_avg","direction_ne_avg","direction_e_avg","direction_se_avg","direction_s_avg","direction_sw_avg","direction_w_avg","direction_nw_avg","mean_rotation_velocity","mean_abs_rotation_velocity","total_angle_delta","total_abs_angle_delta","griddiness","griddiness_v2","orientation_center","orientation_sd","n_laps","rest_time_total","n_rests","rest_time_average","rest_time_min","rest_time_max","rest_time_median","rest_time_sd","n_laps_over_15","lap_trigger_distance","lap_trigger_session_end","lap_trigger_manual","lap_trigger_other","strides_total","lap_speed_sd","n_laps_00_to_05","n_laps_05_to_06","n_laps_06_to_07","n_laps_07_to_08","n_laps_08_to_09","n_laps_09_to_10","n_laps_10_to_11","n_laps_11_to_12","n_laps_12_to_13","n_laps_13_to_14","n_laps_14_to_15","n_laps_15_to_16","n_laps_16_to_17","n_laps_17_to_18","n_laps_18_to_19","n_laps_19_to_20","n_laps_20_to_22","n_laps_22_to_25","n_laps_25_plus","start_to_stop_time_mean","start_to_stop_time_median","start_to_stop_time_min","start_to_stop_time_max","timestamp_start","timestamp_stop","total_time_elapsed","speed_proportion__0_5","speed_proportion__5_6","speed_proportion__6_7","speed_proportion__7_8","speed_proportion__8_9","speed_proportion__9_10","speed_proportion__10_11","speed_proportion__11_12","speed_proportion__12_13","speed_proportion__13_14","speed_proportion__14_15","speed_proportion__15_16","speed_proportion__16_17","speed_proportion__17_18","speed_proportion__18_19","speed_proportion__19_20","speed_proportion__20_22","speed_proportion__22_25","speed_proportion__25","total_time_spent_running","proportion_time_spent_running","proportion_rest_time"
399,41.9643546268344,-87.6429304573685,"America/Chicago",155,154.708571607572,147,151,159,161,146.242935565628,150.165324602766,158.738555696704,160.718203797428,6.60756740448932,97,166,83,154.06801517067,0,27,27,0.00530973451327434,83.5,83.0446270543616,80,82,84.5,85.5,79.9875700116816,81.8009955021965,84.2624289856605,86.1023767510832,160.8,176.173653603034,210,10.690435167365,2.23926189312417,13.89288,12.4535150442478,12.1932,10.3788,11.2536,13.3704,15.5196,12.3898301122171,10.5268141337081,11.413855016455,13.6755291614518,15.979761731592,21.1608,2.10383967974559,2.11809803670751,1566750928,1566755015,"2019-08-25_16-35-28",0.153608862202658,0.125487293295321,-0.0655636880869602,-0.0969830775066287,-0.119810738136326,-0.147922724094102,0.424517541558733,0.310065673580797,"generic",0.145316455696203,0.107088607594937,0.584556962025316,0,0,0,0.059746835443038,0.103291139240506,-0.0479776164272911,7.54131280754113,-189.751472969936,29825.8921538252,0.0839374571510602,0.578508217446271,60.4589675122871,73.3897837438226,1,132,3,44,132,132,132,NA,9,8,1,0,0,5478,0.41344789272652,0,0,0,0,0,0,0,1,6,2,0,0,0,0,0,0,0,0,0,790,84,4,3396,1566750928,1566755015,4087,0.00353982300884956,0.00101137800252844,0.000758533501896334,0.00505689001264223,0.0106194690265487,0.047787610619469,0.132743362831858,0.247281921618205,0.247029077117573,0.129203539823009,0.0543615676359039,0.0487989886219975,0.0371681415929204,0.020480404551201,0.0101137800252845,0.00176991150442478,0.002275600505689,0,0,3955,0.967702471250306,0.0322975287496942
400,41.9656270835549,-87.6482199411839,"America/Chicago",122,121.865718744353,116,119,129,141,115.91092133117,119.003018501739,129.436005732354,142.493398814968,14.5503319468182,56,170,82,124.564345991561,0,24,23,0.0100210970464135,82,81.1170886075949,80,81,82.5,83,79.7322360174565,80.6137400347458,82.5523345858529,83.0651334382324,139.8,180.019092827004,221,29.836080208223,15.638686695641,6.06402,11.2712563291139,11.1168,10.4796,10.8144,11.9592,12.6648,11.2000376430206,10.5437252559727,10.8370304803773,12.0725510512801,12.8178772727273,18.306,1.66449218609957,1.30306099242165,1566862364,1566864898,"2019-08-26_23-32-44",0.548549195757325,0.5769622678493,-0.0812821594169448,-0.378195446063397,0.335076432702709,0.336040964705241,0.49437451608275,0.277267354450817,"generic",0.041776837652036,0.0613432046536224,0.611845584346906,0,0,0,0.118455843469064,0.166578529878371,0.0637393942323143,3.49764456773751,120.849891464468,6631.53410043031,0.190369935488648,0.542721518987342,102.298771124465,39.2039873964313,1,42,2,21,42,42,42,NA,4,3,1,0,0,2549,0.928518562011552,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,269.857142857143,140,30,1277,1566862364,1566864898,2534,0.0126582278481013,0.00316455696202532,0.00369198312236287,0.00421940928270042,0.0195147679324895,0.0184599156118143,0.346518987341772,0.361814345991561,0.155590717299578,0.0406118143459916,0.0258438818565401,0,0.00580168776371308,0.000527426160337553,0.00158227848101266,0,0,0,0,2492,0.983425414364641,0.0165745856353591
401,41.953065879643,-87.6434033643454,"America/Chicago",146,145.865243918692,137,141,151,155,136.391469245676,140.890620530606,150.951641242215,155.23559940522,7.91379977958644,73,163,83,145.776658270361,0,26,26,0.00503778337531486,83,82.3879093198993,81,82,83,83.5,80.8698541668784,81.6889966338477,83.0118476529492,83.7182537687069,150.6,173.772012314582,210.4,14.0053506441094,5.16098045648917,13.70502,13.7020816120907,13.6368,12.7656,13.2336,14.1408,14.9148,13.6742056280027,12.8333696474538,13.2523347337416,14.2003188612755,15.0434411339713,20.6928,1.30935893549251,1.04289481941866,1566946578,1566950240,"2019-08-27_22-56-18",0.557740457391246,0.544130329072711,-0.213150028225934,-0.342393200030629,0.303412630566945,0.438133321339297,0.625348848817963,0.158136952580188,"generic",0.244394618834081,0.0327914798206278,0.54932735426009,0,0,0,0.0198991031390135,0.153587443946188,0.0223269111705481,4.66276183706933,79.7740536123682,16660.0480438487,0.166033598004385,0.626364399664148,163.32959422843,32.8333021526263,2,50,2,25,24,26,25,1.4142135623731,9,8,1,0,0,4898,0.566931741923135,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,892.5,872.5,376,1449,1566946578,1566950240,3662,0.0047579065211307,0,0.000279876854184159,0.000559753708368318,0.000279876854184159,0.000559753708368318,0.00307864539602575,0.0274279317100476,0.106073327735796,0.535404422054296,0.232297788972852,0.0713685978169605,0.0095158130422614,0.00391827595857823,0.00279876854184159,0.000839630562552477,0.000839630562552477,0,0,3612,0.986346258874932,0.0136537411250683
402,41.9528438849375,-87.6432595727965,"America/Chicago",149,149.307925980697,138,144,157,166,138.919412540258,143.952666366884,158.933374034189,165.505744607123,11.0588705037286,81,171,82,150.100811123986,0,21,21,0,82,82.2159617612978,81,81,83,84,80.5953613311749,80.9704867681283,82.9312764734024,84.0218751581155,151.8,171.389745075319,206.2,8.93682381462267,2.154224936351,13.70167,14.1966208574739,14.04,12.6648,13.302,15.0804,16.056,14.0741352345584,12.6995254775372,13.4380558990362,15.4086324480504,16.1519948663102,22.4388,1.52220109383958,1.47469663843093,1567202398,1567205955,"2019-08-30_21-59-58",0.661929183988759,0.728877410436607,-0.542396761693607,-0.550765579818997,0.604041532563675,0.683331166918514,0.506665662897777,0.37514164160933,"generic",0.241659413983174,0.0301711633304323,0.545982013344938,0,0,0,0.0223382651581085,0.159849144183348,-0.0503338562681606,4.61093455300933,-173.75247183769,15916.9460769882,0.163317067145963,0.619061413673233,162.438155082461,33.3132483306663,2,108,2,54,4,104,54,70.7106781186548,9,8,1,0,0,4718,1.22050486275148,0,0,0,0,0,0,0,0,1,2,4,1,1,0,0,0,0,0,0,1149.66666666667,1429,108,1912,1567202398,1567205955,3557,0.00144843568945539,0.000289687137891078,0,0.00173812282734647,0.000579374275782155,0.0026071842410197,0.00434530706836616,0.014774044032445,0.17468134414832,0.285341830822711,0.254924681344148,0.144843568945539,0.0883545770567787,0.0156431054461182,0.00463499420625724,0.00318655851680185,0.00144843568945539,0.00115874855156431,0,3449,0.969637334832724,0.0303626651672758
403,41.9643250387162,-87.6428964268416,"America/Chicago",149,148.497760862764,140,144,152,155,139.351810195534,144.243346990686,151.707403120555,154.684612139463,7.88392356953029,67,176,83,147.476755937342,0,25,26,0.00227387569479535,83.5,83.38933804952,82,83,84.5,85.5,81.7213521853087,82.7084576078158,84.3855642252722,85.5271070529909,142.2,175.596109146033,196.2,23.4611095746905,0.478970558690037,26.23949,11.4745265790803,11.2176,9.9936,10.548,12.1608,13.3344,11.3709059334309,10.0913540494838,10.6280272612023,12.3646304781771,13.7441496722828,18.5076,1.63310907780097,1.59647715813817,1567266673,1567275306,"2019-08-31_15-51-13",0.407017052864889,0.374707965662614,-0.40801012535869,-0.425718523748855,-0.394565109246821,-0.454393527799928,0.465409166360238,0.311822993871722,"generic",0.0873467323979269,0.148274554417899,0.599544937428896,0,0,0,0.0680065731260271,0.0968272026292504,-0.0218231746591356,5.44932126811921,-172.752250601717,43136.8271584317,0.0411076113055977,0.509474482061647,72.6840304070581,51.813744181486,5,725,7,103.571428571429,9,274,154,106.089584785689,17,16,1,0,0,11001,0.726925086357921,0,0,0,0,0,0,0,10,5,2,0,0,0,0,0,0,0,0,0,988.5,890.5,21,2036,1567266673,1567275306,8633,0.00391611925214755,0.000631632137443153,0.000884284992420414,0.000126326427488631,0.00821121778676099,0.0862809499747347,0.321374431531076,0.294466902475998,0.154749873673573,0.0639211723092471,0.0319605861546235,0.0169277412834765,0.00896917635169277,0.00555836280949975,0.00202122283981809,0,0,0,0,7908,0.916019923549172,0.0839800764508282
404,41.975709926337,-87.6494284439832,"America/Chicago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,84,NA,1,NA,NA,1,84.5,83.7877583465819,83,83.5,86.5,88,82.826204028021,83.3306521886982,85.9046675373346,87.8649113924051,157.8,166.675675675676,178.8,9.96973893455834,19.568747783724,2.31805,12.841480445151,12.564,10.9152,12.06,14.2092,15.62688,12.6293127913587,11.4982951821429,12.1354417234859,14.3540229344016,15.9402483032491,18.9792,2.33877204647158,2.10080579078286,1567464568,1567465229,"2019-09-02_22-49-28",NA,NA,NA,NA,-0.220809803266605,-0.366038942826566,0.635947051684649,NA,"generic",0,0,0.975961538461538,0,0,0,0.0240384615384615,0,0.302031063287376,8.03656038964081,189.97753880776,5054.99648508407,0.276687004863777,0.992050874403816,165.897256566004,27.1532454929609,1,15,1,15,15,15,15,NA,2,1,1,0,0,878,1.01314259608409,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,208.666666666667,265,41,320,1567464568,1567465229,661,0.0095389507154213,0.0095389507154213,0.00476947535771065,0,0.0190779014308426,0.0206677265500795,0.041335453100159,0.127186009538951,0.426073131955485,0.0524642289348172,0.144674085850556,0.0731319554848967,0.0365659777424483,0.00635930047694754,0.0286168521462639,0,0,0,0,646,0.977307110438729,0.0226928895612708
405,41.9657025206834,-87.648272998631,"America/Chicago",123,123.133527260918,117,120,126,132,116.969027336182,120.049986847194,126.457285004872,134.695775090858,10.2303150756711,67,165,81,124.305033045247,0,23,22,0,81,80.4483985765125,79.5,80,81.5,83,79.5057240251942,79.7785607612956,81.569739710901,82.6351158217308,146.4,174.33665480427,225,23.1974112743365,53.4279178915404,6.26346,11.005031621759,10.9512,9.82944,10.6488,11.3544,11.79,10.9609339233038,10.0472940675241,10.6800010048028,11.4226502357008,12.8223132926152,22.0356,1.96913142274384,1.79311661900005,1567467180,1567469672,"2019-09-02_23-33-00",0.664133796704895,0.403265392352769,0.066610840491981,-0.370047377592652,-0.146130804846024,-0.188472478152218,0.409213696272241,0.17742981450069,"generic",0.0504587155963303,0.0606523955147808,0.599388379204893,0,0,0,0.126911314984709,0.162589194699286,-0.00235171139326085,2.75898151914632,-4.6258163105441,5426.91664816081,0.180328996728574,0.552109811896289,101.843952021611,39.1382455345464,2,59,4,14.75,18,41,29.5,16.2634559672906,4,3,1,0,0,2631,0.947926326251149,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,244.875,124,27,1206,1567467180,1567469672,2492,0.0147432638535841,0.00355871886120996,0.0025419420437214,0.00355871886120996,0.0101677681748856,0.0828673106253177,0.440772750381291,0.355363497712252,0.016268429079817,0.0198271479410269,0.012709710218607,0.0106761565836299,0.00355871886120996,0.0142348754448399,0.00762582613116421,0,0,0.00152516522623284,0,2433,0.976324237560193,0.0236757624398074
406,41.9521608855575,-87.643589777872,"America/Chicago",153,152.204159788866,142,147,157,160,141.883389293457,147.176906351081,156.683610378878,159.79135267682,8.71638926240179,75,170,82,151.285419734904,0.00760011692487577,26,26,0.00496930722011108,82,81.6053785442853,80,81,83,83.5,79.8015633789324,80.7304390566897,82.7354658411611,83.220725983483,145.2,172.091844489915,216.8,4.70732080013781,15.884995728247,12.92447,13.4709474422683,13.4712,12.294,12.9672,14.0076,14.7816,13.4934045793974,12.4363759256342,13.01223560334,14.0755401943734,14.904953801593,22.4064,1.44702000367877,1.17364070790423,1567554205,1567557751,"2019-09-03_23-43-25",0.345563258654628,0.400314209728252,-0.0602008142690177,0.0180964499120982,-0.0271501754732975,-0.0948314800605129,0.621797472550875,0.342958456736722,"generic",0.240925058548009,0.0240046838407494,0.542740046838407,0,0,0,0.0187353629976581,0.173594847775176,-0.0578685744727602,4.51007014136323,-197.968393271313,15428.9499536036,0.189934969734971,0.603916983338205,159.978886841892,32.7604338470603,2,68,2,34,32,36,34,2.82842712474619,8,8,1,0,0,4641,0.761599517932021,0,0,0,0,0,0,0,0,2,3,2,1,0,0,0,0,0,0,0,683.2,244,141,1972,1567554205,1567557751,3546,0.00555393159894768,0.00116924875767319,0.000876936568254896,0.000584624378836597,0.000584624378836597,0.00380005846243788,0.00760011692487577,0.031277404267758,0.215434083601286,0.47939199064601,0.173048816135633,0.0648933060508623,0.00672318035662087,0.00584624378836598,0.00146156094709149,0.000584624378836597,0.000584624378836597,0.000584624378836597,0,3478,0.980823463056966,0.0191765369430344
407,41.9651322159916,-87.6457825675607,"America/Chicago",160.5,161.515494591582,136,144,169,174,136.293401469285,145.165807809551,170.148829837757,173.981754855128,16.7158727625516,69,204,83,156.407185628743,0,17,17,0,83,81.7677145708583,80,81,85.5,87.5,79.8965602634728,80.8985590852353,86.0587665428165,87.4500136989344,156,170.777744510978,197.8,7.18742365379171,8.24738207802091,8.88239,15.576754491018,14.076,11.7324,12.4632,19.2132,20.61468,18.3655449265798,12.0478072835821,12.7198607226766,19.4489212729881,21.1208739381253,23.85,4.09070513709403,3.69002507339538,1567640453,1567643331,"2019-09-04_23-40-53",0.474560683710261,0.521955231765017,0.0848608965996967,0.190584703146618,0.0605809108669832,0.0691356346013025,0.524559366862699,0.449035638162486,"generic",0.165082541270635,0.110555277638819,0.582291145572786,0,0,0,0.0575287643821911,0.0845422711355678,-0.0900614571666002,6.70231777175394,-180.483160161867,13431.4448145949,0.129813824458072,0.608283433133732,20.8783614726583,55.8666001012879,8,1033,8,129.125,96,218,106,42.171207171312,15,2,1,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249.5,157,152,589,1567640453,1567643331,2878,0.0129740518962076,0.00349301397205589,0.00149700598802395,0.00149700598802395,0,0.000998003992015968,0.0174650698602794,0.0898203592814371,0.290918163672655,0.0763473053892216,0.0449101796407186,0.00399201596806387,0.00748502994011976,0.0124750499001996,0.143213572854291,0.146207584830339,0.131736526946108,0.0149700598802395,0,1845,0.641070187630299,0.358929812369701
408,41.9500602968037,-87.6432020310313,"America/Chicago",147,146.749786306839,133,140,156,160,133.114542286291,139.220320923944,155.361260547423,159.286207409552,9.94077175218685,58,169,81,146.843929194715,0.00347826086956522,18,18,0.00894409937888199,81,81.2018633540373,80,81,82,83,79.7469264761732,80.5586447112682,81.8031844888273,82.4116366757078,128.6,157.761590062112,213.8,16.4216510334028,46.7598313355516,12.89634,11.4468900372671,11.4192,10.8504,11.1168,11.79,12.1932,11.4350816764631,10.8533442351774,11.1279769866648,11.7937546795389,12.2032181231931,13.7736,0.773576910356138,0.540798419311336,1567725298,1567729343,"2019-09-05_23-14-58",0.303430453148256,0.220172943315132,0.323284479307948,0.263068064475398,0.0713572622444732,-0.00709822952913796,0.626903351183958,0.152341451867239,"generic",0.241791044776119,0.0243781094527363,0.535323383084577,0,0,0,0.0191542288557214,0.179353233830846,-0.047929532044359,4.39878090655007,-192.916366478545,17705.093148864,0.18536483402422,0.591801242236025,159.92405429054,31.3091687529123,0,0,0,NA,NA,NA,NA,NA,8,8,1,0,0,5434,0.390581335959618,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,2011.5,2011.5,414,3609,1567725298,1567729343,4045,0.00248447204968944,0,0.000496894409937888,0,0.000248447204968944,0.00198757763975155,0.177888198757764,0.665093167701863,0.14583850931677,0.00596273291925466,0,0,0,0,0,0,0,0,0,4045,1,0
409,41.9573485292494,-87.6443873159587,"America/Chicago",135,135.042997493537,129,131,138,159,128.359580765474,131.096895734152,137.971549852793,157.772298743602,11.0679033867829,72,175,81,137.472132326501,0,19,19,0.000359582883854729,81,80.794498381877,80,80,82,82,79.6440723067298,79.9562467516072,81.5589854696265,81.9468993370143,156.4,170.88975188781,192.2,9.10671187239822,12.3034475941672,9.68725,12.4195508090615,12.564,11.7576,12.0924,12.8304,13.1328,12.5665612692234,11.8155699081795,12.108101584431,12.8437147065456,13.1915322770657,16.8624,1.02975237676385,0.755410827536596,1567812887,1567815769,"2019-09-06_23-34-47",0.152738933862371,0.453004168719689,0.359679306308875,0.119888946223903,-0.0218577590925267,-0.0571597800604006,0.574209068483381,0.121487838734425,"generic",0.229466858789625,0.0306195965417867,0.545749279538905,0,0,0,0.0306195965417867,0.163544668587896,-0.0653934854984138,4.37743775482679,-181.859283171089,12173.6543961733,0.186020242080394,0.610571736785329,159.023397545393,35.8759224557301,2,104,2,52,6,98,52,65.0538238691624,6,6,1,0,0,3736,0.326624702066454,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,926,1253,141,1384,1567812887,1567815769,2882,0.00431499460625674,0.000359582883854729,0.000359582883854729,0,0.00107874865156419,0.00862998921251348,0.0341603739661992,0.120819848975189,0.687882056814096,0.121898597626753,0.0194174757281553,0,0.00107874865156419,0,0,0,0,0,0,2778,0.963913948646773,0.0360860513532269
410,41.9352314528078,-87.6321655791253,"America/Chicago",146,145.658203596628,138,141,150,161,137.583792680182,140.985669761698,149.888075889102,160.353973404663,9.3035018164691,72,175,82,146.162504524068,0.0016260162601626,17,17,0,82,81.96684733514,80,81,83,83.5,79.7568118080638,80.724209100594,82.920075215951,83.8710562151939,139.2,170.22196928636,197.2,25.486606162492,0.481182794659759,21.13631,13.6784708943089,13.6728,12.564,13.1004,14.2416,14.7816,13.7215284198113,12.6237780674941,13.1801458744537,14.2470336884527,14.9159254273328,19.818,1.28630147275489,1.1296995910237,1567957061,1567962902,"2019-09-08_15-37-41",0.512360682427686,0.701510169062705,0.156625916415067,-0.151336318664794,0.334201595602207,0.292204901511488,0.591739941237137,0.385694588315193,"generic",0.246654611211573,0.0229656419529837,0.528209764918626,0,0,0,0.0220614828209765,0.180108499095841,-0.0338321118125512,3.70988620402106,-187.260738882471,20534.2201392566,0.20708249497066,0.593315266485998,160.241958406888,27.5357555597192,3,247,3,82.3333333333333,45,111,91,33.8427737239921,14,13,1,0,0,7544,1.59388292536818,0,0,0,0,0,0,0,0,1,11,0,1,0,0,0,1,0,0,0,1106.2,947,389,2042,1567957061,1567962902,5841,0.0028906955736224,0.0001806684733514,0.0001806684733514,0.000542005420054201,0.0003613369467028,0.0016260162601626,0.0010840108401084,0.0292682926829268,0.183378500451671,0.450948509485095,0.251851851851852,0.0471544715447154,0.0182475158084914,0.0043360433604336,0.0037940379403794,0.0041553748870822,0,0,0,5594,0.957712720424585,0.0422872795754152
411,41.9655810669065,-87.6485616713762,"America/Chicago",125,125.803972162965,113,119,132,153,113.615744920526,119.278881640652,133.071137824328,155.258289614135,16.0367598922497,56,170,80,126.723486951694,0,20,20,0,80,79.1199333703498,79,79,81,82,78.6242076169835,79.5045278181747,80.893565073457,82.8125570131893,158,176.060744031094,208.4,26.871476183126,21.4556924156827,6.24269,12.1184175458079,12.0924,10.6488,11.4192,12.6648,13.6368,12.1973508043519,10.9013729633905,11.6398373687461,12.7641574405557,14.0227968461538,20.4228,2.2041081515285,1.92070283999429,1568071996,1568074089,"2019-09-09_23-33-16",0.616990182294186,0.632610875641415,0.189970423352702,-0.251683410227284,0.295812543302923,0.282261074283792,0.574151228497161,0.334773795126744,"generic",0.0506681514476615,0.0751670378619154,0.602449888641425,0,0,0,0.117483296213808,0.154231625835189,0.0187730462024412,2.30046124143816,33.8102562105966,4143.13069583012,0.195436872734342,0.539700166574125,101.271770620292,40.2399827348638,2,133,4,33.25,34,99,66.5,45.9619407771256,4,3,1,0,0,2404,1.13585324756326,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,256.285714285714,175,25,1008,1568071996,1568074089,2093,0.0138811771238201,0.00222098833981122,0.00222098833981122,0.00333148250971682,0.00222098833981122,0.0205441421432537,0.0966129927817879,0.323709050527485,0.379789006107718,0.0832870627429206,0.0166574125485841,0.00999444752915047,0.00499722376457524,0.0161021654636313,0.0116601887840089,0.00943920044419767,0.00333148250971682,0,0,1960,0.936454849498328,0.0635451505016722
412,41.9506593514234,-87.6433657296002,"America/Chicago",145,144.613345746218,138,142,149,153,138.032944027737,141.83637123831,148.258095309418,152.241613633485,7.28570643572476,60,167,82,144.695800227015,0.000567214974475326,28,28,0.00879183210436756,82,81.8533749290981,81,81,83,83.5,80.5609395417508,80.9490847198551,82.8192604401288,83.4910405103284,148.4,173.07577992059,236.6,6.82030539294442,2.18217971997427,12.91867,13.0770694271129,13.1688,12.4632,12.798,13.4352,13.7376,13.1652507205711,12.484350419293,12.8181683374844,13.4515900188948,13.7513905794937,18.2052,1.26902950066037,0.82062265702895,1568161599,1568165381,"2019-09-11_00-26-39",0.550244628673814,0.509168594172707,-0.00843458171658517,-0.207687348631456,0.151518312046714,0.110687223341258,0.654965542955337,0.373744647980264,"generic",0.239136608917921,0.0235728486225504,0.544447600113604,0,0,0,0.0204487361545016,0.172394206191423,-0.0513003671908856,4.30816501471183,-180.885094715063,15190.5898418739,0.184217964232567,0.607203630175837,159.979326652395,31.7667847230541,3,252,4,63,30,174,48,78.4601809837321,8,8,1,0,0,4809,0.214584828381292,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,586.666666666667,523.5,29,1185,1568161599,1568165381,3782,0.00680657969370391,0.000567214974475326,0.000283607487237663,0.000283607487237663,0.000567214974475326,0.00283607487237663,0.0022688598979013,0.0275099262620533,0.340328984685196,0.559841179807147,0.0331820760068066,0.0170164492342598,0.00340328984685196,0.00255246738513897,0.00255246738513897,0,0,0,0,3530,0.933368588048652,0.0666314119513485
413,41.9652769714594,-87.6459526782855,"America/Chicago",163,163.865273960943,146,154,169,172,147.617677740504,154.478773134898,169.066567290497,171.384110816984,13.6480284172948,59,175,83,158.613471502591,0,29,29,0,83,82.0461139896373,81,81,84.5,85.5,80.668388416001,81.6684027884806,84.1922712438128,85.3791786539274,149.8,169.719792746114,204,15.4831773168579,15.2042831232253,8.45978,15.4515693264249,16.8624,11.3184,12.5964,18.6687,19.584,17.4922457798807,11.6722574930705,13.0985493091509,18.912615732472,19.7068030679344,25.596,3.739964666422,3.29527099532019,1568246189,1568249080,"2019-09-11_23-56-29",0.470092928047626,0.483411848340888,0.129225555580975,NA,0.115931483931034,0.123568707555773,0.524564648028587,0.496710140482809,"generic",0.156883116883117,0.130909090909091,0.59012987012987,0,0,0,0.0441558441558442,0.0779220779220779,-0.0420447981715738,6.65899984278894,-81.1464604711375,12851.8696965827,0.142722168586999,0.580829015544041,18.9463663994537,49.8173865254378,3,612,3,204,180,237,195,29.5465734053883,7,0,1,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274.714285714286,332,15,500,1568246189,1568249080,2891,0.0145077720207254,0.00259067357512953,0.00155440414507772,0,0.00103626943005181,0.00414507772020725,0.0336787564766839,0.14300518134715,0.104145077720207,0.160103626943005,0.016580310880829,0.000518134715025907,0.0259067357512953,0.140932642487047,0.16839378238342,0.142487046632124,0.0321243523316062,0.00414507772020725,0.00414507772020725,2279,0.788308543756486,0.211691456243514
414,41.9579111225903,-87.6445303112268,"America/Chicago",137,136.350304694667,130,133,141,147,130.145377900654,132.971751600501,140.353461580927,146.467283589342,9.4805929089758,66,166,81,137.090536512668,0.00037243947858473,21,21,0,81,80.9761638733706,80,80,82,83.5,79.5932454287648,79.8749769457318,81.9596336604246,83.2616802441293,157.2,172.739217877095,201.4,5.82224066256526,10.6097137921961,9.83777,12.9986426815642,13.1328,12.1248,12.6972,13.6044,13.8744,13.1641410366854,12.1955078798587,12.7220888654584,13.6200599416819,13.8961285008691,18.7776,1.35594931179036,0.857565201443977,1568417765,1568420844,"2019-09-13_23-36-05",0.346072068991668,0.487937483257651,0.416447576625674,0.225614437048565,-0.0393836180462678,-0.126118821204993,0.6379201347611,0.241375514712551,"generic",0.215298507462687,0.0324626865671642,0.560820895522388,0,0,0,0.032089552238806,0.159328358208955,0.00812945133228379,4.75070432205201,21.827576827182,12755.6411047096,0.190283365611699,0.615270018621974,159.233016357685,36.4294114002382,2,372,4,93,31,341,186,219.20310216783,4,3,1,0,0,3628,1.16391726510092,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,446.5,249,53,1176,1568417765,1568420844,3079,0.0074487895716946,0.00148975791433892,0,0.00111731843575419,0.00111731843575419,0.00335195530726257,0.00335195530726257,0.0618249534450652,0.35828677839851,0.506517690875233,0.0487895716945996,0.00223463687150838,0.00148975791433892,0.00148975791433892,0.00148975791433892,0,0,0,0,2707,0.879181552452095,0.120818447547905
